review,name,address,longitude,latitude
"Hakketen çok harika bir tur. Organizasyon, servis, yemek, personel ve salon düzeni tek kelimeyle mükemmel. Her kese tavsiye ederim. Masamızın garsonu genç Murat bey çok iyi bi şekilde masamızı bakmıştı. Talihsiz bi şekilde yanlış yönlendirme sebebi ile geç kalmıştık tekneye. Müdür bey ve ilgili personeli sağolsunlar bizi aradılar ve bir kaç dakika beklediler bizi. Her kese dikkat: tekne Karaköy şehir hatları iskelesinden kalkıyor, galataport deniz taxi durağından değil.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Biz çok beğendik, yemekler gerçekten özenli ve lezzetliydi. İçinden deniz geçen şehirde böyle bir deneyim yaşamak gerçekten gerekli diye düşünüyorum. İstanbul’un ambiyansı ile mükemmel uyumlu şiir gibi bir deneyim. Yemekleri müziği fotoğrafları her şeyi beğendim ama bir şeyi söylemeden geçemeyeceğim. Masa süsleme diye gül yaprağı koymak biraz yetersiz olmuş diye düşünüyorum bence daha güzel yapılabilir o kısım hayal kırıklığı oldu biraz.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Biz kız kardeşim erkek kardeşim ve 4 yaşındaki kızımla 19 mayıs günü beş çayına katıldık. Saat 16.45 te Karaköy iskelesinden gemiye alımlar başlıyor, biz cumadan rezervasyonumuzu yaptırmıştık içeri girerken masa numaramız söylendi. Yiyecekler, içecekler ve canlı müzik çok güzeldi. Bir müddet sonra masaların yanlarındaki büyük camlar da açıldı deniz havası tam anlamıyla içeri doldu, çok hoştu. Ayrıca açık güvertede fotoğraf çekinip manzarayı izlemek de harikaydı. Bence tam arkadaşlarla gidilecek bir etkinlik, hem midemiz hem gözlerimiz hem de kulaklarımız bayram etti :) bir dahaki sefere de arkadaşlarımla gelmeyi planlıyorum. Çok eğlendik.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Çok beğendik kesinlikle gelinmesi gereken bir yer özel günlerde masa süsleme ile taçlandırılabilir bizim 3. Yıl dönümümüzdü iyiki gelmişiz başka bir zaman da yeniden geleceğiz çok güzel karşılandık ve vakit geçirdik içerideki çalışanlar yemekler çok güzeldi. Menüde et veya tavuk seçeceği sunuyorlar istediğinizi seçebiliyorsunuz yemekten önce meze ikramı yapılıyor mezelerde çok güzeldi. Canlı müzik eşliğinde yemeğimizi afiyetle yedik. Fotoğraf çekimi yaptırdık o isteğe göre ücret talebine oluyor. Biz rezervasyon yaptırmıştık daha öncesinde ödemeyi rezervasyon ile yaptık. Güzel bir akşam için çok çok teşekkürler ❤️💕,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Tarif edilemeyecek kadar güzel bir deneyim yaşadık. Annemle beraber geç kahvaltı için teras katı cam kenarındaydık. Muhteşem boğaz manzarası eşliğinde çok lezzetli bir kahvaltıyla unutulmayacak bir deneyim yaşıyorsunuz. Ürünler sıcak servis ediliyor ve yenisini istediğiniz zaman çok hızlı bir şekilde geliyor. Çalışanlar çok ilgili, güler yüzlü ve kibarlardı. Böylesine güzel bir ortama canlı müzik de eşlik ediyor. Şarkı seçimleri, şarkıyı söyleyen beyefendi bizi mest etti. Doğan beye nezaketi, samimiyeti ve ilgisi için çok teşekkür ederiz. Kahvaltı sonunda bize kahve de ikram etti. Ayrıca bizimle sürekli ilgilenip, masamıza gelip bir ihtiyacımız olup olmadığını soran Arda’ya da çok teşekkür ederiz. Her şeyiyle harika bir deneyimdi. İstanbul’a yeniden geldiğimizde aynı atmosferi tekrardan yaşamak için mutlaka geleceğiz.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
kahvaltı yeterli ve güzeldi. 2 saat boyunca boğaz kıyılarından geçerek gidiliyor. Teras kısmını tavsiye ederim atmosfer ve havası daha güzel. Terasta sadece seprme kahvaşto mevcut. Güzel bir deneyimdi.,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Annem için süpriz yaptım çok mutlu oldu.Üfür üfür deniz üzerinde sıcak çayını yudumladı martıları besledi. Daha öncede gelmiştim bu sefer daha çok beğendim çok memnun ayrılıyoruz. Emeğinize yüreğinize sağlık Kaliteyi düşürmeden devam edin inşallah🌹,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Muhteşem Bir Deneyim! ⭐⭐⭐⭐⭐  Geçtiğimiz hafta katıldığımız bu büyüleyici gemi turu, beklentilerimizi fazlasıyla aştı. Sabah saatlerinde başlayan turun atmosferi başlı başına huzur vericiydi. Tertemiz hava, muhteşem manzaralar eşliğinde sunulan açık büfe kahvaltı tam anlamıyla kusursuzdu: taze ekmek çeşitleri, sıcak çay, peynir çeşitleri ve daha niceleri…  Canlı müzik ise turun ruhunu oluşturdu. Güne yumuşak melodilerle başlamak, kahvaltı keyfini ikiye katladı. Müzisyenler hem yetenekliydi hem de ortamla mükemmel bir uyum içindeydiler.  Geminin konforu, personelin güler yüzü ve kusursuz hizmet kalitesi sayesinde kendimizi özel hissettik. Fotoğraf çekmek için bolca fırsat sundu, her köşe ayrı güzel!  Bu tur, hem romantik bir kaçamak hem de arkadaşlarla keyifli bir sabah geçirmek isteyen herkes için ideal. Kesinlikle tavsiye ediyorum!  Özellikle Sinem hanıma, güler yüzünden dolayı, ayrıca teşekkür ederim.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Bu tarz başka bir organizasyonun bildiğim kadarıyla olmaması ile birlikte genel anlamda memnun kaldık. Programın en güzel yanı vapur seyahati eşliğinde bir şeylerin yenmesi idi. Ayrıca canlı müzik oldukça hoştu. Kahvaltının ortalama olduğunu ifade etmeliyim. Ancak ürünler sınırsız. Masaların yetersizliğinden kaynaklı gelen ürünlere yer bulmak sor oldu masada. Çalışan arkadaşlar işlerinde oldukçu samimiler lakin biraz organize olmada sıkıntı yaşıyorlar. Örneğin teras katta meyve servisi neredeyse iskele yanaşmaya yakın başladı ve bir çok masa meyve tabağından istifade edemediler. Bunun dışında personel ve vapurla ilgili memnun kaldık. Acizane tavsiyem peynir tabağında peynir altına yeşillik konmaması sunum ve lezzet açısından daha isabetli olacaktır. Vapurun kıç tarafında sigara içme imkanı var. Para karşılığı baskılı ve dijital olarak fotoğraf çekilme imkanı var. İyi çalışmalar diliyorum.,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Bayram için annemle birlikte geç kahvaltı için gittik ve gerçekten her şey mükemmel. Yemekler sıcacık geliyor, çalışanlar hep güleryüzlü ve yardımsever. Canlı müzik inanılmaz, çok güzel şarkı seçimleri. Herkese tavsiye ederim.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Normalde 1 Ağustosta olan rezervasyonumuza trafik sebebiyle yetişemememiz nedeniyle 8 Ağustos a ayarlayıp bizim için kolaylık sağladıkları için öncelikle teşekkür ederiz. Yemekler ve ortam gayet iyiydi. Biz bodo aracılığıyla geldik, normal fiyatları daha uygun. Bizimle ilgilenen beyefendi gayet ilgiliydi, yemekler hakkında bilgi verdi. Hoşlanmadığım bir şeye değinmek istiyorum. “Anı” olarak fotoğraf çekimi yapıyoruz deyip sonrasında dört fotoğrafa fahiş bir fiyat çıkarmak bence hoş değildi, biraz almak zorunda kalıyorsunuz gibi. O yüzden gidecek olan arkadaşlara uyarım fotoğraf “anı” olarak değil, tamamen ticari amaçlı :)",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"İstanbul Kahvaltısı nasıl olmalı sorusu yanıt olarak gösterilebilir! Öncelikle tüm ekiplerini tebrik ediyorum, güler yüzlü ve çok saygılı bir hizmet anlayışı içerisinde 2 saat geçirdik. Bir arkadaşımızın doğum günü için tercih ettik, keyifli bir deneyim yaşadık. Kahvaltı içerik bakımından son derece zengin, taze ve lezzetli ürünler kullanılıyor, doğru şekilde hazırlanıyor ve sunuluyor. Birçok bakımdan farklı kahvaltı tercihleri olan insanları aynı masada buluşturabilen bir sofraydı diyebilirim. Genel olarak pek keyifle yenmeyen 2 tabak vardı, hellim kızartması çok fazla pişmişti yanığa yakındı, sıcak patates konfitte fazla piştiği için patateslerin içi adeta erimişti, yağlı bir doku vardı. Pişiler, ekşi maya ekmekler, simitler poğaçalar gayet lezzetliydi. İlk fırsatta akşam yemeği turuna katılacağım.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Ben kardeşlerimle birlikte katıldım çok memnun kaldım. Muhteşem kahvaltı eşliğinde şimdiyi yaşarken tarihin bıraktığı izler arasında yolculuk yapmak tarif edilemez bir keyif… sürekli ilgilenirdik biten yiyeceklerimiz telafi edildi elimizde çayla terasa çıktık.. teras muhteşemdi.. müzik eşliğinde boğazın masmavi sularında gebe ilerlerken biz iyi ki dedik. Şimdi sırada başka neler var?,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Çok keyifli bir akşam geçirdik servis ve ilgi olarak mükemmeldi. Mezeler nefisti kesinlikle denenmeli ana yemekte çok lezzetliydi sadece keşkekle sunum olan bir menüye denk geldik. Menüye 2 değil daha fazla seçenek eklense çok daha alternatif olabilir. İlginize ve güler yüzünüze çok teşekkür ederiz,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Öncelikle her şey için çok teşekkür ederiz. Biz iş arkadaşları olarak 13 kişi burada iftar yapma kararı aldık. Sofra ilk girdiğimizde gerçekten göze hitap eden zengin bir sofraydı. Sadece bize menüde söylenen paçanga böreği yoktu, peynir çeşitleri olarak söylenen iftariyelikte tek çeşit peynir mevcuttu. Sanırım hem peynir çeşitlerini hemde ara sıcağın eksikliğini kurtarmak için bize kızartılmış hellim servis ettiler. Ama bu benim hoşuma gitmedi, paçanga böreği ve peynir çeşitleri olarak menüde söylendiği gibi  olmasını tercih ederdim. Mezeleri gayet güzeldi özellikle humus sevmememe rağmen şans verdim ve başarılı buldum. Ana yemek de aynı şekilde çok güzeldi. Ama ana yemek gelene kadar ortadaki mezelerle insan karnını doyuruyor daha erken getirilmesi gerekiyor. 13 kişi gittiğimiz bu iftarda ana yemekleri servis ederken masanın komplesine dağıtacakları yere 5-6 kişiyi bırakıp başka masalara servis ettiler, masadaki herkes ana yemeğini ayrı ayrı yedi. Çay servis edildiği sırada yine bizim masa unutuldu, bizatihi ben hatırlattım arkadaşlara, en ortada uzun masadaydık, nasıl görülemeyiz diye düşünmedim değil. Telefonunuzu şarj etmek istediğinizde çalışanlara veriyorsunuz ve götürüp arkada bir yere takıyorlar siz takamıyorsunuz powerbank ile gelmenizi tavsiye ederim. Onun dışında birde iftar vakti içerisi çok sıcak ve havasızdı, hava soğuk değildi ama en azından bir havalandırma yapsalar ya da klima ayarı kıssalar daha memnun olurduk. Sürekli sıcaktan dışarı çıkıp içeri girmek zorunda kaldık. Lavobaları güzel, ama takipli bir temizleyen olduğunu sanmam, gelen misafirlerinde aşırı dikkatsiz olduğunu da es geçemeyeceğim. Onun dışında karşılama ve uğurlama, genel anlamıyla yemekler güzeldi. Bir yıldızı tamamen bahsettiğim olumsuzluklardan dolayı kırdım. Bir daha gelir miyim en önemli soru bu bence mekanın artısı daha fazla olduğu için evet gelirim ama kahvaltısına :) kahvaltısı hakkında çeşitlilik vs açısından çok kötü yorumlar olsa da bir şans daha verip yorumumu güncelleyebilirim İyi çalışmalar",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Çok keyifli bir boğaz  turuydu. Canlı müzik eşliğinde birbirinden lezzetli mezeler yemekler yedik. Bu kadar memnun kalacağımı hiç düşünmemiştim.  Mezeler alışılmışın dışında lezzetli. Bu arada canlı müzik 2 kişilik bir gruptu ve oldukça iyilerdi.,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
Peynir tabağı ve sebze tabağı oturmadan maslara konulmaktadır sıcakta yiyebilecek halde kalmıyor malesef . Personel ve atmosfer çok iyiydi . Tek sorun maslara erken konulan yiyeceklerin kötü olması oturduktan sonra servis edilirse daha taze ve güzel olur.,Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"İlk defa deneyimlediğimiz bu vapur gezisinde beş çayı seansına katıldık. Mekan ve manzara gerçekten güzeldi. Yalnız gitmeden önce baktığımız menüden göremediklerimiz oldu, en az 3-4 çeşit eksik gibiydi. Bir de canlı müzik arka fonda oldukça soft ve dinlendiriciydi, ama onların arasında açılan cıslak cıslak şarkılar bütün vapuru bir anda kadınlar matinesine çevirecek oldu. Onca nazik parçadan sonra çalan dale don dale, rakkas ve karabiberim gibi parçalar böylesi bir ambiyansın seviyesini bir anda düşürmüş oldu. Müzik seçimlerinin gözden geçirilmesini tavsiye ediyorum.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Güzel bir deneyim oldu bizim için. Teras katı tercih etmemiz sebebiyle gezinin ilk bir saati tamamen güneşe maruz kaldık, tente düşünülebilir. Menemen geç gelmeseydi daha iyi olabilirdi. Masalar çok kişi alsın diye dip dibeydi keske biraz daha ayrık oturabilseydik… Canlı müzik harikaydı.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Dün otantik Türk mutfağından lezzetlerle 3 saatlik Boğaz turu eşliğinde muazzam bir iftar deneyimi yaşadık. Her şey çok ama çok güzeldi ortamın ambiansı, arkalardan çalan hafif bir melodi, edilen hoş sohbetler, başlangıçlardan tutun ara sıcaklara hele o akşamın yıldızı ana yemekteki lokum gibi pişen Dana kaburga muhteşemdi aşçının ellerine sağlık diyecek kelime bulamıyorum. Arabamızı Galataport a bırakıp biraz Karaköy gezintisi yaptıktan sonra iftara yakın gemiye geçtik ismimizi söyleyince yardımcı oldular masamız hazırdı biz teras kısmından seçmiştik aşağı katlara göre daha ferah olduğu için. O güzelim boğazda iftar yaptık hayatımın en güzel günlerinden biriydi.  Yemek sıcak ve lezzetli personel güleryüzlü ve yardımsever aşırı keyif aldım çoğu şeyi yiyemedik bile çeşit çok fazlaydı. Tek olumsuz nokta tatlı olarak gelen kaymaklı ayva tatlısıydı.. opsiyonlu olabilirdi meyveli tatlıları sevmeyen biri olarak ben tatlımdan keyif alamadım ama geleneksel Türk mutfağı konsepti olduğu için bu menüye bu tarz özgü bir tatlı yakışırdı elbette :) bu hoş deneyimi tekrar yaşamak için yine geleceğimden eminim insana hayat varmış dedirtecek cinstendi. Le Vapeur Magique’de ki bu hoş ambiansa güleryüzlü kibar garsonlara lezzetli yemekler çıkaran mutfak ekibi ve aşçıya bolca teşekkürler!",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
"Erkek arkadaşımın doğum günü için güzel bir anı olacağını düşünmüştüm. Hem dünyanın en güzel manzarası, hem lezzetli yemekler... Hem göze, hem mideye hatta hem de kulağa hitap eden Le vapur lâ unutulmaz bir anımız oldu. Şefin mezeleri gerçekten benzersiz. Bildiğimiz mezeler diye düşünmeyin. Hiç almadığınız tatlar alacaksınız :) Sesiyle akşamımıza eşlik eden ekibe de ayrıca teşekkür ederiz. Çok hoştu.",Le Vapeur Magique - TDİ Karaköy İskelesi,"Kemankeş Karamustafa Paşa, Rıhtım Cd. No:2/3, 34110 Beyoğlu/İstanbul, Türkiye",28.9752741,41.0215921
